Komentar,text_clean,Label_Teks,Label_Angka
asn tni polri jg ga naik tj keles ngapain dikasih gratis😭,asn tni polri jg tidak naik transjakarta les ngapain kasih gratis,Negatif,-1
asn tni polri knp gratis????????????????????????,asn tni polri knp gratis,Negatif,-1
ASN TNI POLRI NGAPA GRATISSSSSSS,asn tni polri ngapa gratis,Negatif,-1
"ASN, TNI, polri ngapain gratis pak? kalau memang tarifnya naik, tolong unitnya ditambah pak jadi ga nunggu lama dan sampe berdesakan di dalam",asn tni polri ngapain gratis kalau memang tarif naik unit tambah jadi tidak nunggu lama sampe desa dalam,Negatif,-1
asn tni polri ngapain gratis juga woyyyyy,asn tni polri ngapain gratis woy,Negatif,-1
asn ..TNI ..polri ngapain digratisin tunjangan mereka banyak pak😂😂,asn tni polri ngapain digratisin tunjang banyak,Negatif,-1
asn tni polri orang2 mampu pak🤣🤣,asn tni polri orang mampu,Negatif,-1
"asn , TNI, polri aja pak yg bayar jgn di gratisin, kn mereka punya duit",asn tni polri pak bayar di gratisin kn punya duit,Negatif,-1
asn tni polri ga ush gratis.. punya gaji jugaa..,asn tni polri tidak ush gratis punya gaji jugaa,Negatif,-1
"ASN , TNI , POLRI WARTAWAN di gratisin lawak bgt 😂",asn tni polri wartawan gratisin lawak,Negatif,-1
"ASN tunjangannya udh banyak, malah di gratisin",asn tunjang banyak malah gratisin,Negatif,-1
"ASN dan wartawan seharus,y GK dapat gratis donk pak GK adil, seharus,y bagi mereka yg bergaji di bawah umur gratis,",asn wartawan harus y gk gratis donk gk adil harus y mereka gaji bawah umur gratis,Negatif,-1
"kenapa ASNdi gratiskan, mereka kan ada pendapatan klo bisa ya lansia saja sama pelajar gratis",asndi gratis kan dapat kalau ya lansia sama ajar gratis,Negatif,-1
astagfirullah haladzim... subhanallah kenapa semua2 nya jd mau dinaik2 kin... mana janji2 mu .... wkwkwk,astagfirullah haladzim subhanallah semua jd mau naik kin mana janji mu,Negatif,-1
astaghfirullah,astaghfirullah,Negatif,-1
astaghfirullah mau naik dzolim banget Dishub 😡😡😡,astaghfirullah mau naik dzolim dishub,Negatif,-1
astaqfirullah😇,astaqfirullah,Negatif,-1
"Atikaa Udah di potong rp 1.500 di mesin, ini naik lagi 5000,kalo PP 10.000, kalo nyambung lagi kaya arah GBK ke bekasi ngetap lagi 5000 kalo PP: 10.000😭 tiap hari 20 ribu kalo sebulan😭 11-1 0 Reply",atikaa udah potong rp mesin naik kalau pulang pergi kalau nyambung kaya arah gbk bekas ngetap kalau pulang pergi tiap hari ribu kalau bulan,Negatif,-1
Atur aja anjjjjjjj gue kuliah 😭😭😭,atur anj gue kuliah,Negatif,-1
au ah....,au ah,Negatif,-1
au ah apa apa naik tapi gaji segitu gitu aja,au ah apa apa naik tapi gaji segitu gitu,Negatif,-1
aul NOOO😭 10-27 0 Reply,aul no,Negatif,-1
auto pasti macet dengan kendaraan roda 2 dan mobil pribadi kayanya,auto macet kendara roda mobil pribadi kaya,Negatif,-1
Autumn 🍁 udah ini jaklingko ga gratis lagi? 😂 10-27 0 Reply,autumn udah mikrotrans tidak gratis reply,Negatif,-1
"aviator ntar orang-orang tambah jadi males keluar dan ekonomi melambat, jadi beralih ke kendaraan pribadi dan jalanan tambah macet, busnya jadi kosong dan ga efisien karbon 😏 10-27 0 Reply",aviator ntar orang orang tambah jadi males keluar ekonomi lambat jadi alih kendara pribadi jalan tambah macet bus jadi kosong tidak efisien karbon,Negatif,-1
"gw awal kuliah naik tj 7k pp, gara² rute nya dipindah dan ga turun di halte jadi harus bayar 2× jir karena transit, pp nya jadi 14k. kalau naik jadi 5k bisa² pp 20k jir per hari, belum kalau kepotong 2×",awal kuliah naik transjakarta k pulang pergi gara rute pindah tidak turun halte jadi bayar jir transit pulang pergi jadi k kalau naik jadi k pulang pergi k jir per hari belum kalau potong,Negatif,-1
"Ay¨̮ Tolong pak, msy udah senang naik transmum ketimbang bawa kendaraan pribadi. Jgn ngebuat msy lebih milih pakai kendaraan pribadi krn lebih hemat. Jkt udah sumpek bgt 10-31 0 Reply",ay pak msy udah senang naik transmum ketimbang bawa kendara pribadi ngebuat msy lebih milih pakai kendara pribadi lebih hemat jkt udah sumpek reply,Negatif,-1
back to motor again 😂,back to motor again,Negatif,-1
aku sebagai anak sekolah ga setuju,bagai anak sekolah tidak tuju,Negatif,-1
Saya sebagai warga jakarta keberatan pak,bagai warga jakarta berat,Negatif,-1
bagaimana dgn pelajar yg mengunakan tj setiap hari tolong di pikirkan lagi,bagaimana ajar mengunakan transjakarta hari di pikir,Negatif,-1
"bagaimana dengan rakyat yg gajinyaa kecil pak,,makan aajaa susah,apalaaagi sekaarang tarif mau naik,,",bagaimana rakyat gajinyaa kecil makan aajaa susah sekaarang tarif mau naik,Negatif,-1
bagus ada 15 Golongan Masyarakat yang di gratiskan terapi jangan di bebankan kepada Masyarakat yang tdk termasuk Golongan yang digratiskan dengan menaikan tarif / ongkos .,bagus golong masyarakat gratis terapi jangan di beban masyarakat tdk masuk golong gratis naik tarif ongkos,Negatif,-1
"bagus naik kendaraan pribadi lbh irit waktu dn uang jga,dn ga desak²an jg hrs antri😅",bagus naik kendara pribadi lbh irit waktu dn uang jga dn tidak desak an jg hrs antri,Negatif,-1
bahaya sekali hrgnya. aplg sy naik bus nya 2x dari salapa ke seneng atau yg jurusan lain2nya,bahaya sekali hrgnya aplg naik bus x salapa neng yang jurus lain,Negatif,-1
Bahkan 5 rb pun asn minta gratis ????,bahkan rb asn minta gratis,Negatif,-1
"baik 5rb, belum kepotong dua kali 🙃 apalagi harus pindah dri BRT ke non BRT 🙃🙃",baik rb belum potong kali harus pindah dri brt non brt,Negatif,-1
"perbaiki sistemnya dulu baru boleh naik tarifnya! apalagi di hectic hours, nunggunya ampunn bisa 1 jam👎🏼. kalo gini ceritanya mending naik kendaraan pribadi lagi, biar sama kek pejabatnya🥰. YUKKK PENGGUNA TJ BALIK KE KENDARAAN PRIBADI!!",baik sistem dulu baru naik tarif di hectic hours nunggunya ampunn jam kalau gin cerita mending naik kendara pribadi biar sama jabat yuk guna transjakarta balik kendara pribadi,Negatif,-1
Gw bela2in naik tj wlpn 3jm sudirman ciputat karna murah malah dinaikin😭,bain naik transjakarta wlpn jm sudirman ciputat murah malah dinaikin,Negatif,-1
bakalan Domo sih .kalo 7 ribu harus dapet tempat duduk tuh😭,bakal domo kalau ribu dapet tempat duduk,Negatif,-1
bakalan bikin kendaraan pribadi nambah sii ini mah,bakal kendara pribadi nambah sii mah,Negatif,-1
balik lagi pake kendaraan sendiri dah ...,balik pake kendara sendiri dah,Negatif,-1
Balikin pak anies😭,balikin anies,Negatif,-1
bambangsejati2 woilahhh itu duit numpuk di Pemda tp ttp aja Tj di naikin kita tuh rakyat kecil pak gaji aja gak nyampe UMR klo Tj JD 5000 sama aja boncos juga pak :( 10-27 3 Reply,bambangsejati woilah duit numpuk pemda tapi ttp transjakarta naikin tuh rakyat kecil gaji gak nyampe umr kalau transjakarta sama boncos pak,Negatif,-1
di Banda aceh -aceh besar transkoetaradja gratis naiknya,banda aceh aceh besar transkoetaradja gratis naik,Negatif,-1
"Di banding sekarang lebih ter integritas dulu, soalnya sekarang terlalu banyak transit di luar halte. Terus dulu ada aplikasi yang riwayat perjalanannya ontime dan sekarang tapin tapoutnya suka kena potongan. Naikin harga tapi banyak minimnya dan sudah ada bus orange yang berhenti di luar halte",banding sekarang lebih ter integritas dulu soal sekarang terlalu banyak transit luar halte terus dulu aplikasi riwayat jalan ontime sekarang tapin tapoutnya suka kena potong naikin harga tapi banyak minim sudah bus orange henti luar halte,Negatif,-1
BANDIT . dishub kerja nya apaan siii.. . 10-27 0 Reply,bandit dishub kerja apa reply,Negatif,-1
tolong bgt ini mah.,banget mah,Negatif,-1
banjir noh urusin 😂😂😂,banjir noh urusin,Negatif,-1
"perbanyak bus dan rute steril, potong jembatan yg panjang ( membuang waktu)",banyak bus rute steril potong jembatan panjang buang waktu,Negatif,-1
Banyak buzzer,banyak buzzer,Negatif,-1
banyak korupsi itu di dishub periksa,banyak korupsi di dishub periksa,Negatif,-1
BANYAK MAUUU ANJIR,banyak mau anjing,Negatif,-1
pak ...... banyak pegawai yg upah nya di bawah umr ongkos nya naik ...... tp kok malah asn yg pasti diatas umr yg gratis .....,banyak pegawai upah di bawah umr ongkos naik tapi malah asn pasti atas umr gratis,Negatif,-1
"🤭🤣PERBANYAK UNIT, HARUS PADA DUDUK, JANGAN MAU PADA BERDIRI",banyak unit duduk jangan mau pada diri,Negatif,-1
"bapak mah enak naek MOBIL(walaikumsalam mobil dinas),lah rakyat????? naek Tj 3.500 udah Alhamdulillah,, kalo sampe jadi naek 5.000 kasian lah rakyat",bapak enak naik mobil walaikumsalam mobil dinas lah rakyat naik transjakarta udah alhamdulillah kalau sampe jadi naik kasi lah rakyat,Negatif,-1
bapak gubernur yg terhormat... anda dipilih itu buat cari solusi..... ini malah mau ngecekik rakyat lagi dimana kondisi ekonomi tdk menentu.... katanya lu buat wong cilik!!!,bapak gubernur hormat pilih buat cari solusi malah mau ngecekik rakyat mana kondisi ekonomi tdk tentu kata kamu buat wong cilik,Negatif,-1
"Bapak kami mahasiswa juga butuh pak, buat apa semua ASN yang di Jakarta digratiskan tapi bisa di hitung jari bahwa lebih banyak yang menggunakan kendaraan pribadi daripada transportasi umum 🥲",bapak mahasiswa butuh buat apa semua asn di jakarta gratis tapi di hitung jari lebih banyak guna kendara pribadi transportasi umum,Negatif,-1
bapak malah mempersulit dan mempermiskin isi dompet pengguna tj pak 🥺,bapak malah sulit miskin isi dompet guna transjakarta,Negatif,-1
bapak saya pernah lewat bus listrik mepet banget bauuuu kek pakek kenalpot yg asepnya tebel. ga ada warna ini tapi klau Deket busway nya iewww,bapak pernah lewat bus listrik mepet bau pakek kenalpot asepnya tebel tidak warna tapi klau deket busway iew,Negatif,-1
supaya bapak tahu di Tangerang ada Tayo yg harganya 2000😁,bapak tahu tangerang tayo harga,Negatif,-1
bapak tau ga sih rakyatnya ga sejahtera?,bapak tidak rakyat tidak sejahtera,Negatif,-1
yang baru ke jakarta tbtb naik 5k kasian bgt dia ga rasain 3.5k waktu yang lamaa😭,baru jakarta tbtb naik k kasi dia tidak rasain k waktu lamaa,Negatif,-1
baru mau ketergantungan dengan tj 💔,baru mau gantung transjakarta,Negatif,-1
"baru mau jadi anak busway, dahlah bawa motor aja smaa harga ya kaya parkir 7rb @ekanahed2 wkwk",baru mau jadi anak busway dah bawa motor smaa harga kaya parkir rb,Negatif,-1
baru Minggu besok mau jln² naik Transjakarta eh malah mau naik gmn sih,baru minggu besok mau jln naik transjakarta eh malah mau naik bagaimana,Negatif,-1
"baru tau transit di tj bayar lagi, pantesan dulu ga dipotong deh harganya",baru transit transjakarta bayar pantesan dulu tidak potong harga,Negatif,-1
bau2 jaklingko bertarif😭,bau mikrotrans tarif,Negatif,-1
bawa motor aja guys biar tambah macet 😂,bawa motor guys tambah macet,Negatif,-1
"Di bawah jam 7 pak., tarif nya 2000,",bawah jam tarif,Negatif,-1
di bawah jm 7 pk 2k .naek 300 perak aja pk ASN jgn di gratisin.ngimn ngak rugi .itung aje ASN di jabodetabek brp org .boncos lah .,bawah jm pk k naik perak pk asn gratisin ngimn ngak rugi itung aje asn di jabodetabek berapa org boncos lah,Negatif,-1
bayangin kuliah cuma 1 matkul dan harus naik kereta 3.000+ naik tj 5.000 = 8.000 kalo pp 16.000😓,bayangin kuliah cuma matkul harus naik kereta naik transjakarta kalau pulang pergi,Negatif,-1
"Bayar 3.500 naik busway,tp di dlmnya bisa 1 batalyon 😩😩",bayar naik busway tapi dlmnya batalyon,Negatif,-1
bayar sesuai pas penumpang turun.,bayar sesuai pas tumpang turun,Negatif,-1
bayar wifi mahal turunkan harganya,bayar wifi mahal turun harga,Negatif,-1
Bct lah pak cpk gw semua2 di naikin harganya. Nyuruh kita naik transportasi umum msh kena macet tp harga mau ngalahin mrt & krl,bct lah cpk semua naikin harga nyuruh naik transportasi umum kena macet tapi harga mau ngalahin mrt krl,Negatif,-1
membebani keuangan daerah gatuh😭🤭,beban uang daerah gatuh,Negatif,-1
di Beijing busway gratis. sepeda motor tidak boleh masuk dalam kota,beijing busway gratis sepeda motor tidak masuk kota,Negatif,-1
Bekasi - Bogor - Tanggerang ga mau bantu support kah buat warganya juga yg pada ke jkt kan,bekas bogor tanggerang tidak mau bantu support buat warga yang ke jkt,Negatif,-1
belum kalau di rs jajan dan makan pak ini harus naik 5 rb sampai 7 rb,belum kalau rs jajan makan ini naik rb rb,Negatif,-1
belum pernah naik transjakarta duduk🥺,belum pernah naik transjakarta duduk,Negatif,-1
belum saatnya naikin hrg,belum saat naikin hrg,Negatif,-1
benahi dulu Transjakarta nya. isi aja di potong 1500 ratus * brapa orang tuh,benah dulu transjakarta isi di potong ratus brapa orang,Negatif,-1
"sebenarnya jak lingko tarifin aja 3.500 juga, sekarang kan masih 0 rupiah, disisi lain ini menjadi beban juga sih",benar jak lingko tarifin sekarang masih rupiah sisi ini jadi beban juga sih,Negatif,-1
sebenarnya yg jaklinko berbayar aja sih... rekrut sopir yg dr tije langsung.... ku sekali nyoba Jak Lingko .. kapok nggak mau lagi.... mendingan macet macetan di jalan bawa mobil sendiri tp aman...... dan lagi Jak Lingko kayak buang buang anggaran.... ku sih lebih setuju Jak Lingko berbayar dan di ganti sopirnya yg lebih kompeten,benar jaklinko bayar rekrut sopir dr tije langsung ku sekali nyoba jak lingko kapok mau mending macet macet jalan bawa mobil sendiri tapi aman lagi jak lingko kayak buang buang anggar ku sih lebih tuju jak lingko bayar di ganti sopir lebih kompeten,Negatif,-1
sebenarnya saat kita tap out kepotong gak sih saldo'a? 🤔 gak pernah perhatiin..,benar kita tempel out potong sih uang a pernah perhatiin,Negatif,-1
yg benar aja 5 RB,benar rb,Negatif,-1
"Sebenarnya agak disayangkan kalau tarif Transjakarta mau dinaikkan jadi Rp5.000–Rp7.000. Soalnya, sejak awal semangat adanya TJ itu kan supaya orang mau ninggalin kendaraan pribadi dan beralih ke transportasi umum. Nah kalau harganya naik, justru orang bisa balik lagi pakai motor atau mobil, karena merasa naik TJ udah nggak jauh beda biayanya. Buat yang tiap hari naik TJ, selisih dari Rp3.500 ke Rp7.000 itu lumayan banget. Misalnya pulang pergi kerja, berarti nambah Rp7.000 per hari. Sebulan bisa nambah sekitar Rp150.000–Rp200.000. Buat banyak orang, itu bukan angka kecil. Kalau alasan kenaikannya karena biaya operasional, mungkin pemerintah bisa cari jalan lain — misalnya lewat subsidi, efisiensi, atau kerja sama dengan pihak swasta. Karena kalau langsung dibebankan ke penumpang, ya dampaknya bisa balik lagi ke masalah lama: kemacetan. Intinya, TJ itu kan semangatnya “transportasi untuk semua”. Jadi sayang banget kalau malah jadi terasa mahal dan nggak lagi jadi pilihan utama masyarakat.",benar sayang kalau tarif transjakarta mau naik jadi rp rp soal sejak awal semangat ada transjakarta kan orang mau ninggalin kendara pribadi alih transportasi umum nah kalau harga naik justru orang balik pakai motor mobil rasa naik transjakarta udah jauh beda biaya buat tiap hari naik transjakarta selisih rp rp lumayan misal pulang pergi kerja arti nambah rp per hari bulan nambah rp rp buat banyak orang bukan angka kecil kalau alas naik biaya operasional mungkin perintah cari jalan misal lewat subsidi efisiensi kerja sama pihak swasta kalau langsung beban tumpang dampak balik ke masalah lama macet inti transjakarta kan semangat transportasi semua jadi sayang kalau malah jadi asa mahal nggak jadi pilih utama masyarakat,Negatif,-1
udh bener gratis pak...kedepannya tuh hrsnya bukan rencana ditarif tp pelayanannya lebih ditingkatkan.,benar gratis depan hrsnya bukan rencana tarif tapi layan lebih tingkat,Negatif,-1
bener dulu pernah denger gratis ni kok malah mau di naikan,benar dulu pernah denger gratis ni malah mau naik,Negatif,-1
BENER2 LU YA SEHARI2 GUA NAIK TJ ITU HEH,benar kamu hari naik transjakarta heh,Negatif,-1
"yang bener aja pak? dapet duduk aja jarang, tj bbrp rute aja suka lama nunggu + full..",benar pak dapet duduk jarang transjakarta bbrp rute suka lama nunggu full,Negatif,-1
benerin dl itu pas ngetap out saldo kadang kemakan 2x,benerin dulu pas ngetap out uang kadang makan x,Negatif,-1
PAK BENERIN DL SISTEM TAP IN OUTNYA. Udah itu yang penting😭,benerin dulu sistem tempel in outnya udah yang penting,Negatif,-1
benerin dlu tap in dan tap out nya😔,benerin dulu tempel in tempel out,Negatif,-1
benerin dulu itu sistem yang masih sering kepotong 2x plis,benerin dulu sistem masih sering potong x plis,Negatif,-1
benerin dulu sistem tap in tap outnya!,benerin dulu sistem tempel in tempel outnya,Negatif,-1
@pt_transjakarta benerin mesin tap in tap outnya sebelum tarif tj dinaikin,benerin mesin tempel in tempel outnya tarif transjakarta dinaikin,Negatif,-1
BENERIN SISTEMNYA DULU BIAR GA BAYAR 2X masa iya harus bayar 10rb sekali naik,benerin sistem dulu tidak bayar x masa iya bayar rb sekali naik,Negatif,-1
benerin sistem nya pak jangan sampe ada saldo kepotong 2x pas tap in dan tap out…,benerin sistem pak jangan sampe uang potong x pas tempel in tempel out,Negatif,-1
bentar lgi 100 ribu itu udh bisa pulng kampung,bentar lgi ribu sudah pulng kampung,Negatif,-1
seperti nya berangkat kerja bawa motor lagi.. naik kendaraan umum naik ongkos nya.. siapa tau bisa nyumbang ke macetan di jakarta..,berangkat kerja bawa motor naik kendara umum naik ongkos nya siapa bisa nyumbang macet jakarta,Negatif,-1
7000 berat pak,berat,Negatif,-1
memberatkan yg bkn 15 golongan.berat 7000.kejam pramono.naik 2 kali lipat.,berat bkn golong berat kejam pramono naik kali lipat,Negatif,-1
"berat buat gw yg gajinya under UMR, seriusan",berat buat yang gaji under umr serius,Negatif,-1
berat sih kalo harus naik,berat kalau naik,Negatif,-1
"keberatan saya pak,saya ump minim di jakarta",berat pak ump minim jakarta,Negatif,-1
betmut ih pake ai,bad mood ih pake ai,Negatif,-1
"better dibuat sesuai jarak sih, kayak krl aja. kalo kita naik tj cuman 3-5 halte ttp tarif 7rb ya boncos juga mana berdiri ga dpt duduk😔",better buat sesuai jarak kayak krl kalau naik transjakarta cuman halte ttp tarif rb boncos mana diri tidak duduk,Negatif,-1
betul..sering banget motong pas tap....di komplain bukan ngasih solusi malah ngasih kesel...,betul sering motong pas tempel komplain bukan ngasih solusi malah ngasih kesel,Negatif,-1
"kebiasaan di Indonesia itu , kalo tarif naik langsung tinggi, harusnya kenaikan nya bertahap, naik 500 rupiah dulu, terus naik lagi 1000🤣🤣🤣",biasa indonesia kalau tarif naik langsung tinggi harus naik tahap naik rupiah dulu terus naik,Negatif,-1
"Biasanya kenaikkan itu cuma naik 10%, 20% ini mah naik sampai 100% 🤣",biasa naik cuma naik mah naik,Negatif,-1
Yg biasa di naikin 2x. Yg 15 golongan digratisin. Cieee berkurang pengeluarannya dibantu yg bayar 2x lipat🤣,biasa naikin x golong digratisin cie kurang keluar bantu bayar x lipat,Negatif,-1
